[mea_500kV_1]二次侧数据---kV/kA
TIME		Va		Vb		Vc		Ia		Ib		Ic		Vab		Vbc		Vca		freq		P		Q		pf		3I0		3V0
    0.444958,	  280.993965,	  280.993990,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999993,	236872.831004,	   -0.178495,	    1.000000,	   -0.000000,	    0.000000
    0.445375,	  280.993971,	  280.993987,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695826,	  486.695798,	   49.999993,	236872.831000,	   -0.178511,	    1.000000,	   -0.000000,	    0.000000
    0.445792,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695869,	  486.695816,	  486.695805,	   49.999993,	236872.830993,	   -0.178529,	    1.000000,	   -0.000000,	    0.000000
    0.446208,	  280.993982,	  280.993978,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695869,	  486.695807,	  486.695814,	   49.999993,	236872.830981,	   -0.178548,	    1.000000,	   -0.000000,	    0.000000
    0.446625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695867,	  486.695800,	  486.695824,	   49.999993,	236872.830968,	   -0.178567,	    1.000000,	   -0.000000,	    0.000000
    0.447042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695862,	  486.695794,	  486.695834,	   49.999993,	236872.830949,	   -0.178588,	    1.000000,	   -0.000000,	    0.000000
    0.447458,	  280.993991,	  280.993961,	  280.993954,	    1.049991,	    1.049991,	    1.049991,	  486.695855,	  486.695791,	  486.695844,	   49.999993,	236872.830929,	   -0.178608,	    1.000000,	   -0.000000,	    0.000000
    0.447875,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695846,	  486.695791,	  486.695853,	   49.999993,	236872.830906,	   -0.178628,	    1.000000,	   -0.000000,	    0.000000
    0.448292,	  280.993990,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695836,	  486.695793,	  486.695860,	   49.999993,	236872.830882,	   -0.178648,	    1.000000,	   -0.000000,	   -0.000000
    0.448708,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991,	  486.695826,	  486.695798,	  486.695865,	   49.999993,	236872.830853,	   -0.178666,	    1.000000,	   -0.000000,	   -0.000000
    0.449125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999993,	236872.830828,	   -0.178685,	    1.000000,	   -0.000000,	   -0.000000
    0.449542,	  280.993978,	  280.993946,	  280.993981,	    1.049991,	    1.049991,	    1.049991,	  486.695807,	  486.695814,	  486.695869,	   49.999993,	236872.830797,	   -0.178700,	    1.000000,	    0.000000,	   -0.000000
    0.449958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695800,	  486.695823,	  486.695866,	   49.999993,	236872.830770,	   -0.178715,	    1.000000,	    0.000000,	   -0.000000
    0.450375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695833,	  486.695862,	   49.999993,	236872.830740,	   -0.178727,	    1.000000,	   -0.000000,	   -0.000000
    0.450792,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695843,	  486.695855,	   49.999993,	236872.830714,	   -0.178738,	    1.000000,	    0.000000,	   -0.000000
    0.451208,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695852,	  486.695846,	   49.999993,	236872.830686,	   -0.178745,	    1.000000,	    0.000000,	   -0.000000
    0.451625,	  280.993951,	  280.993965,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695793,	  486.695860,	  486.695836,	   49.999993,	236872.830663,	   -0.178751,	    1.000000,	    0.000000,	   -0.000000
    0.452042,	  280.993948,	  280.993970,	  280.993987,	    1.049991,	    1.049991,	    1.049991,	  486.695798,	  486.695865,	  486.695826,	   49.999993,	236872.830637,	   -0.178752,	    1.000000,	   -0.000000,	   -0.000000
    0.452458,	  280.993946,	  280.993976,	  280.993983,	    1.049991,	    1.049991,	    1.049991,	  486.695805,	  486.695868,	  486.695816,	   49.999993,	236872.830619,	   -0.178754,	    1.000000,	    0.000000,	   -0.000000
    0.452875,	  280.993946,	  280.993981,	  280.993978,	    1.049991,	    1.049991,	    1.049991,	  486.695814,	  486.695868,	  486.695807,	   49.999993,	236872.830600,	   -0.178751,	    1.000000,	    0.000000,	   -0.000000
    0.453292,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991,	  486.695823,	  486.695866,	  486.695800,	   49.999993,	236872.830587,	   -0.178746,	    1.000000,	    0.000000,	   -0.000000
    0.453708,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991,	  486.695833,	  486.695861,	  486.695794,	   49.999993,	236872.830575,	   -0.178737,	    1.000000,	    0.000000,	   -0.000000
    0.454125,	  280.993954,	  280.993990,	  280.993960,	    1.049991,	    1.049991,	    1.049991,	  486.695843,	  486.695854,	  486.695791,	   49.999993,	236872.830569,	   -0.178728,	    1.000000,	    0.000000,	   -0.000000
    0.454542,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991,	  486.695852,	  486.695846,	  486.695791,	   49.999993,	236872.830564,	   -0.178714,	    1.000000,	    0.000000,	   -0.000000
    0.454958,	  280.993965,	  280.993989,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999993,	236872.830564,	   -0.178701,	    1.000000,	    0.000000,	   -0.000000
    0.455375,	  280.993971,	  280.993986,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695865,	  486.695826,	  486.695798,	   49.999993,	236872.830568,	   -0.178684,	    1.000000,	    0.000000,	   -0.000000
    0.455792,	  280.993976,	  280.993982,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695816,	  486.695805,	   49.999993,	236872.830575,	   -0.178668,	    1.000000,	   -0.000000,	   -0.000000
    0.456208,	  280.993981,	  280.993977,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695807,	  486.695814,	   49.999993,	236872.830587,	   -0.178648,	    1.000000,	    0.000000,	   -0.000000
    0.456625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695799,	  486.695824,	   49.999993,	236872.830601,	   -0.178629,	    1.000000,	    0.000000,	   -0.000000
    0.457042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695861,	  486.695794,	  486.695834,	   49.999993,	236872.830620,	   -0.178608,	    1.000000,	    0.000000,	   -0.000000
    0.457458,	  280.993990,	  280.993960,	  280.993954,	    1.049991,	    1.049991,	    1.049991,	  486.695854,	  486.695791,	  486.695844,	   49.999993,	236872.830638,	   -0.178588,	    1.000000,	    0.000000,	   -0.000000
    0.457875,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695846,	  486.695791,	  486.695853,	   49.999993,	236872.830663,	   -0.178567,	    1.000000,	    0.000000,	   -0.000000
    0.458292,	  280.993989,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695836,	  486.695793,	  486.695860,	   49.999993,	236872.830686,	   -0.178549,	    1.000000,	   -0.000000,	    0.000000
    0.458708,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991,	  486.695826,	  486.695798,	  486.695865,	   49.999993,	236872.830714,	   -0.178529,	    1.000000,	    0.000000,	    0.000000
    0.459125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999993,	236872.830741,	   -0.178512,	    1.000000,	    0.000000,	    0.000000
    0.459542,	  280.993978,	  280.993946,	  280.993982,	    1.049991,	    1.049991,	    1.049991,	  486.695807,	  486.695814,	  486.695869,	   49.999993,	236872.830771,	   -0.178495,	    1.000000,	    0.000000,	    0.000000
    0.459958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695799,	  486.695824,	  486.695866,	   49.999993,	236872.830797,	   -0.178481,	    1.000000,	    0.000000,	    0.000000
    0.460375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695834,	  486.695861,	   49.999993,	236872.830828,	   -0.178469,	    1.000000,	   -0.000000,	    0.000000
    0.460792,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695844,	  486.695855,	   49.999993,	236872.830853,	   -0.178459,	    1.000000,	    0.000000,	    0.000000
    0.461208,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695853,	  486.695846,	   49.999993,	236872.830882,	   -0.178451,	    1.000000,	    0.000000,	    0.000000
    0.461625,	  280.993951,	  280.993965,	  280.993990,	    1.049991,	    1.049991,	    1.049991,	  486.695793,	  486.695860,	  486.695836,	   49.999993,	236872.830905,	   -0.178446,	    1.000000,	   -0.000000,	    0.000000
    0.462042,	  280.993948,	  280.993971,	  280.993987,	    1.049991,	    1.049991,	    1.049991,	  486.695798,	  486.695866,	  486.695826,	   49.999993,	236872.830929,	   -0.178443,	    1.000000,	   -0.000000,	    0.000000
    0.462458,	  280.993946,	  280.993977,	  280.993983,	    1.049991,	    1.049991,	    1.049991,	  486.695805,	  486.695869,	  486.695816,	   49.999993,	236872.830948,	   -0.178442,	    1.000000,	   -0.000000,	    0.000000
    0.462875,	  280.993946,	  280.993982,	  280.993978,	    1.049991,	    1.049991,	    1.049991,	  486.695814,	  486.695869,	  486.695807,	   49.999993,	236872.830967,	   -0.178446,	    1.000000,	    0.000000,	    0.000000
    0.463292,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991,	  486.695824,	  486.695867,	  486.695800,	   49.999993,	236872.830980,	   -0.178450,	    1.000000,	   -0.000000,	    0.000000
    0.463708,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991,	  486.695834,	  486.695862,	  486.695794,	   49.999993,	236872.830992,	   -0.178459,	    1.000000,	    0.000000,	    0.000000
    0.464125,	  280.993954,	  280.993991,	  280.993960,	    1.049991,	    1.049991,	    1.049991,	  486.695844,	  486.695855,	  486.695791,	   49.999993,	236872.830999,	   -0.178468,	    1.000000,	   -0.000000,	    0.000000
    0.464542,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991,	  486.695853,	  486.695846,	  486.695791,	   49.999993,	236872.831003,	   -0.178481,	    1.000000,	   -0.000000,	    0.000000
    0.464958,	  280.993965,	  280.993990,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999993,	236872.831002,	   -0.178495,	    1.000000,	   -0.000000,	    0.000000
    0.465375,	  280.993971,	  280.993987,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695826,	  486.695798,	   49.999993,	236872.830998,	   -0.178512,	    1.000000,	   -0.000000,	    0.000000
    0.465792,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695869,	  486.695816,	  486.695805,	   49.999993,	236872.830991,	   -0.178528,	    1.000000,	   -0.000000,	    0.000000
    0.466208,	  280.993982,	  280.993978,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695869,	  486.695807,	  486.695814,	   49.999993,	236872.830980,	   -0.178549,	    1.000000,	   -0.000000,	    0.000000
    0.466625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695867,	  486.695800,	  486.695824,	   49.999993,	236872.830966,	   -0.178567,	    1.000000,	   -0.000000,	    0.000000
    0.467042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695862,	  486.695794,	  486.695834,	   49.999993,	236872.830948,	   -0.178588,	    1.000000,	   -0.000000,	    0.000000
    0.467458,	  280.993991,	  280.993961,	  280.993954,	    1.049991,	    1.049991,	    1.049991,	  486.695855,	  486.695791,	  486.695844,	   49.999993,	236872.830928,	   -0.178607,	    1.000000,	   -0.000000,	    0.000000
    0.467875,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695846,	  486.695791,	  486.695853,	   49.999993,	236872.830905,	   -0.178628,	    1.000000,	   -0.000000,	    0.000000
    0.468292,	  280.993990,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695836,	  486.695793,	  486.695860,	   49.999993,	236872.830881,	   -0.178647,	    1.000000,	   -0.000000,	   -0.000000
    0.468708,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991,	  486.695826,	  486.695798,	  486.695865,	   49.999993,	236872.830853,	   -0.178667,	    1.000000,	   -0.000000,	   -0.000000
    0.469125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999993,	236872.830827,	   -0.178683,	    1.000000,	   -0.000000,	   -0.000000
    0.469542,	  280.993978,	  280.993946,	  280.993981,	    1.049991,	    1.049991,	    1.049991,	  486.695807,	  486.695814,	  486.695869,	   49.999993,	236872.830797,	   -0.178701,	    1.000000,	   -0.000000,	   -0.000000
    0.469958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695800,	  486.695823,	  486.695866,	   49.999993,	236872.830770,	   -0.178714,	    1.000000,	   -0.000000,	   -0.000000
    0.470375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695833,	  486.695862,	   49.999993,	236872.830740,	   -0.178727,	    1.000000,	   -0.000000,	   -0.000000
    0.470792,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695843,	  486.695855,	   49.999993,	236872.830714,	   -0.178736,	    1.000000,	   -0.000000,	   -0.000000
    0.471208,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695852,	  486.695846,	   49.999993,	236872.830686,	   -0.178745,	    1.000000,	    0.000000,	   -0.000000
    0.471625,	  280.993951,	  280.993965,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695793,	  486.695860,	  486.695836,	   49.999993,	236872.830663,	   -0.178750,	    1.000000,	    0.000000,	   -0.000000
    0.472042,	  280.993948,	  280.993970,	  280.993987,	    1.049991,	    1.049991,	    1.049991,	  486.695798,	  486.695865,	  486.695826,	   49.999993,	236872.830639,	   -0.178753,	    1.000000,	   -0.000000,	   -0.000000
    0.472458,	  280.993946,	  280.993976,	  280.993983,	    1.049991,	    1.049991,	    1.049991,	  486.695805,	  486.695868,	  486.695816,	   49.999993,	236872.830620,	   -0.178752,	    1.000000,	   -0.000000,	   -0.000000
    0.472875,	  280.993946,	  280.993981,	  280.993978,	    1.049991,	    1.049991,	    1.049991,	  486.695814,	  486.695868,	  486.695807,	   49.999993,	236872.830602,	   -0.178750,	    1.000000,	    0.000000,	   -0.000000
    0.473292,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991,	  486.695823,	  486.695866,	  486.695800,	   49.999993,	236872.830588,	   -0.178744,	    1.000000,	    0.000000,	   -0.000000
    0.473708,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991,	  486.695833,	  486.695861,	  486.695794,	   49.999993,	236872.830577,	   -0.178737,	    1.000000,	    0.000000,	   -0.000000
    0.474125,	  280.993954,	  280.993990,	  280.993960,	    1.049991,	    1.049991,	    1.049991,	  486.695843,	  486.695854,	  486.695791,	   49.999993,	236872.830570,	   -0.178727,	    1.000000,	    0.000000,	   -0.000000
    0.474542,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991,	  486.695852,	  486.695846,	  486.695791,	   49.999993,	236872.830566,	   -0.178714,	    1.000000,	    0.000000,	   -0.000000
    0.474958,	  280.993965,	  280.993989,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999993,	236872.830566,	   -0.178700,	    1.000000,	    0.000000,	   -0.000000
    0.475375,	  280.993971,	  280.993986,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695865,	  486.695826,	  486.695798,	   49.999993,	236872.830570,	   -0.178684,	    1.000000,	    0.000000,	   -0.000000
    0.475792,	  280.993976,	  280.993982,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695816,	  486.695805,	   49.999993,	236872.830577,	   -0.178667,	    1.000000,	    0.000000,	   -0.000000
    0.476208,	  280.993981,	  280.993977,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695807,	  486.695814,	   49.999993,	236872.830588,	   -0.178647,	    1.000000,	    0.000000,	   -0.000000
    0.476625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695799,	  486.695824,	   49.999993,	236872.830602,	   -0.178629,	    1.000000,	    0.000000,	   -0.000000
    0.477042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695861,	  486.695794,	  486.695834,	   49.999993,	236872.830620,	   -0.178608,	    1.000000,	   -0.000000,	   -0.000000
